Dataset,Missingness_Type,Missingness_Rate,Fixing_Method,Sum_of_Absolute_Differences
vibr,MCAR,50p,imputebfill,9947.30667310685
vibr,MCAR,50p,interpolatepolynomial,12601.784842416697
vibr,MCAR,50p,interpolatequadratic,12601.784842416697
vibr,MCAR,50p,interpolatecubic,13653.847262341766
vibr,MCAR,50p,gafsd2all4,13935.964879564362
vibr,MCAR,50p,imputemode,15708.157679247883
vibr,MCAR,5p,imputemean,803.1927506174209
vibr,MCAR,5p,imputemedian,810.0766919808051
vibr,MCAR,5p,rpsd2all4,850.3685102599391
vibr,MCAR,5p,interpolateindex,893.3701163255932
vibr,MCAR,5p,interpolatelinear,893.3701163255932
vibr,MCAR,5p,specsd2all4,948.6940795533374
vibr,MCAR,5p,interpolateakima,953.5532999426965
vibr,MCAR,5p,interpolatepchip,973.1622399484788
vibr,MCAR,5p,imputebfill,982.8414551308371
vibr,MCAR,5p,interpolatenearest,1034.2434602665382
vibr,MCAR,5p,imputeffill,1035.2101093680458
vibr,MCAR,5p,interpolatepolynomial,1097.2907648659668
vibr,MCAR,5p,interpolatequadratic,1097.2907648659668
vibr,MCAR,5p,interpolatecubic,1156.7934704925287
vibr,MCAR,5p,mtfsd2all4,1254.5723201933702
vibr,MCAR,5p,imputemode,1486.8967266362602
vibr,MCAR,5p,gafsd2all4,1488.7741610795738
vibr,MNAR,20p,imputemean,3042.473083407679
vibr,MNAR,20p,imputemedian,3066.218634213251
vibr,MNAR,20p,interpolateindex,3220.990160806538
vibr,MNAR,20p,interpolatelinear,3220.990160806538
vibr,MNAR,20p,rpsd2all4,3254.1301247445026
vibr,MNAR,20p,interpolatepchip,3331.52304651571
vibr,MNAR,20p,interpolateakima,3377.0079944026565
vibr,MNAR,20p,specsd2all4,3666.5561508750793
vibr,MNAR,20p,interpolatenearest,3717.060203890648
vibr,MNAR,20p,imputebfill,3718.3981475228857
vibr,MNAR,20p,imputeffill,3806.787547532839
vibr,MNAR,20p,mtfsd2all4,3855.379116442809
vibr,MNAR,20p,interpolatepolynomial,3987.733123207673
vibr,MNAR,20p,interpolatequadratic,3987.733123207673
vibr,MNAR,20p,interpolatecubic,4112.9406115624515
vibr,MNAR,20p,gafsd2all4,5776.321902593297
vibr,MNAR,20p,imputemode,6114.926766680638
vibr,MNAR,2p,imputemean,275.3517218924612
vibr,MNAR,2p,imputemedian,277.028959253234
vibr,MNAR,2p,imputebfill,314.4676933489194
vibr,MNAR,2p,rpsd2all4,315.19450634260755
vibr,MNAR,2p,interpolateindex,337.8471654681223
vibr,MNAR,2p,interpolatelinear,337.8471654681223
vibr,MNAR,2p,interpolateakima,360.58714795075116
vibr,MNAR,2p,specsd2all4,387.83718756944035
vibr,MNAR,2p,interpolatepolynomial,396.470161562272
vibr,MNAR,2p,interpolatequadratic,396.470161562272
vibr,MNAR,2p,interpolatepchip,399.12214391838756
vibr,MNAR,2p,interpolatecubic,404.98193280522895
vibr,MNAR,2p,mtfsd2all4,410.20170317484565
vibr,MNAR,2p,imputeffill,499.1488342493848
vibr,MNAR,2p,interpolatenearest,499.1488342493848
vibr,MNAR,2p,gafsd2all4,575.8046377157949
vibr,MNAR,2p,imputemode,614.4387506789976
vibr,MNAR,50p,imputemean,7489.217842145163
vibr,MNAR,50p,imputemedian,7589.52421464815
vibr,MNAR,50p,mtfsd2all4,8726.929161425398
vibr,MNAR,50p,rpsd2all4,9094.17174509573
vibr,MNAR,50p,interpolateindex,9190.735026937262
vibr,MNAR,50p,interpolatelinear,9190.735026937262
vibr,MNAR,50p,specsd2all4,9193.178774269267
vibr,MNAR,50p,imputeffill,9892.172600246104
vibr,MNAR,50p,interpolatenearest,10028.252113268018
vibr,MNAR,50p,interpolateakima,10031.734005530732
vibr,MNAR,50p,imputebfill,10413.832161698934
vibr,MNAR,50p,interpolatepolynomial,12709.442243619564
vibr,MNAR,50p,interpolatequadratic,12709.442243619564
vibr,MNAR,50p,gafsd2all4,13519.369664239392
vibr,MNAR,50p,imputemode,15995.921032091746
vibr,MNAR,50p,interpolatecubic,26328.330876295615
vibr,MNAR,50p,interpolatepchip,40234.311751622576
vibr,MNAR,5p,imputemedian,749.0659631579633
vibr,MNAR,5p,imputemean,750.4091301564408
vibr,MNAR,5p,rpsd2all4,815.841179389158
vibr,MNAR,5p,specsd2all4,850.5887706868011
vibr,MNAR,5p,interpolateindex,897.908980577855
vibr,MNAR,5p,interpolatelinear,897.908980577855
vibr,MNAR,5p,interpolateakima,936.1212027271304
vibr,MNAR,5p,imputeffill,956.6184285298086
vibr,MNAR,5p,interpolatenearest,967.8691354173384
vibr,MNAR,5p,interpolatepchip,1009.1483622816045
vibr,MNAR,5p,imputebfill,1018.5730925255592
vibr,MNAR,5p,mtfsd2all4,1057.7431958443262
vibr,MNAR,5p,interpolatepolynomial,1079.614141228013
vibr,MNAR,5p,interpolatequadratic,1079.614141228013
vibr,MNAR,5p,interpolatecubic,1118.2570368614263
vibr,MNAR,5p,gafsd2all4,1395.0034897306514
vibr,MNAR,5p,imputemode,1577.367288357953
