dataset_name,missing_data_type,missing_rate,iteration_nr,fixing_method,difference
vibr,MCAR,20p,8,mtfsd2all4,400.7810992935222
vibr,MAR,2p,5,interpolatecubic,58.42161884789304
vibr,MCAR,50p,4,interpolateakima,970.3771508862042
pump,MNAR,50p,1,specsd2all4,34115669.27812569
lake3,MNAR,50p,2,interpolateindex,385.09108949439474
vibr,MCAR,2p,4,gafunet,54.77813752514966
pump,MNAR,2p,3,interpolatepchip,38038.416598361866
lake1,MNAR,2p,4,interpolatepchip,5.562797134312348
pump,MCAR,2p,3,interpolatelinear,37319.70967
lake1,MCAR,2p,7,rpsd2all4,108.52029264869356
lake1,MNAR,20p,7,interpolatequadratic,121.55079676731322
lake2,MAR,20p,5,gafunet,1400.2094689059547
boiler,MAR,5p,1,interpolatepchip,118.27321594337116
vibr,MCAR,2p,1,interpolateindex,45.861924750105985
vibr,MCAR,2p,7,interpolatequadratic,35.11314826354262
vibr,MNAR,20p,1,interpolateindex,337.826648275774
lake2,MCAR,2p,4,gafsd2all4,304.96770000000015
lake2,MNAR,5p,9,interpolatenearest,79.57130000000052
boiler,MCAR,50p,5,gafsd2all4,557860.7799999983
pump,MNAR,50p,8,interpolatelinear,1087204.1541638244
lake2,MCAR,20p,1,interpolateakima,209.052695613958
pump,MCAR,50p,3,interpolatecubic,1377279.4927554033
lake2,MAR,50p,4,imputemean,2561.7904780346785
lake3,MNAR,2p,9,imputeffill,11.634299999999968
lake1,MAR,20p,1,interpolatepolynomial,111.29656059247498
lake2,MNAR,50p,10,imputebfill,890.4671999999995
boiler,MAR,2p,6,interpolateindex,42.501666666667234
lake1,MNAR,20p,10,interpolatequadratic,107.57156488982343
lake1,MNAR,2p,10,imputemean,63.28327973470874
vibr,MAR,2p,6,mtfunet,64.40249014574373
pump,MAR,20p,10,interpolatecubic,504992.54122089065
vibr,MNAR,20p,6,mtfunet,324.3650737104251
lake2,MCAR,2p,10,imputemean,76.21695519528384
vibr,MCAR,50p,6,gafunet,815.5396378175808
lake1,MNAR,20p,7,interpolatepolynomial,121.55079676731322
vibr,MCAR,5p,10,imputebfill,90.45294632177044
boiler,MAR,5p,2,imputeffill,226.73000000000025
lake3,MCAR,50p,2,interpolatequadratic,486.98431853809177
vibr,MCAR,50p,7,interpolatequadratic,1423.2193431723692
vibr,MNAR,2p,1,imputebfill,21.604613996855374
lake2,MCAR,20p,5,rpunet,1075.243532164275
lake2,MNAR,50p,7,interpolateakima,743.7591431035363
lake2,MCAR,5p,2,rpunet,271.2037274706861
vibr,MNAR,5p,9,imputebfill,93.60029411405617
pump,MNAR,50p,5,imputeffill,1427780.6649161505
lake2,MCAR,2p,10,interpolatepchip,22.10211085848232
vibr,MNAR,50p,3,interpolatepchip,987.902075790301
lake3,MCAR,2p,1,rpunet,191.2000157765658
lake1,MAR,50p,9,mtfsd2all4,3056.710282699181
boiler,MCAR,20p,1,gafunet,74908.59567294274
boiler,MNAR,5p,10,interpolatecubic,139.06573386428272
vibr,MNAR,50p,9,mtfsd2all4,860.7136443437802
lake2,MCAR,5p,4,specunet,496.6359831287656
pump,MNAR,20p,6,interpolateindex,393756.6583029015
pump,MNAR,2p,2,rpunet,2868208.791781443
lake2,MNAR,50p,8,specsd2all4,5197.8222249440205
lake1,MCAR,2p,2,rpunet,124.56430215842516
vibr,MAR,5p,10,interpolatelinear,112.03867546772092
pump,MCAR,2p,7,specsd2all4,1181839.3761766122
pump,MNAR,2p,9,interpolateindex,38974.09013988281
pump,MNAR,2p,7,imputeffill,45479.6658
lake1,MCAR,20p,9,gafsd2all4,2021.9664999999986
boiler,MNAR,5p,10,gafunet,16064.389581809486
lake3,MAR,5p,4,mtfsd2all4,283.94338504423354
vibr,MCAR,2p,3,rpunet,68.8376223022945
lake2,MCAR,50p,6,mtfsd2all4,3123.549611214543
lake1,MCAR,20p,6,imputebfill,140.62440000000072
boiler,MCAR,2p,2,rpunet,17343.907555592483
lake1,MAR,5p,4,rpunet,352.9660212676292
lake1,MNAR,20p,1,interpolatequadratic,127.56905983429533
boiler,MAR,20p,6,specunet,249447.84840037482
pump,MNAR,5p,10,imputebfill,116616.3987418555
lake2,MAR,2p,4,specsd2all4,167.7747286378834
lake2,MNAR,2p,6,specsd2all4,179.49358596557795
lake2,MCAR,20p,7,interpolateakima,228.13381131021106
lake3,MCAR,2p,6,imputemode,85.28860000000003
pump,MCAR,2p,9,gafunet,1792705.7566881739
lake3,MAR,20p,3,imputemedian,931.5765000000001
lake1,MAR,2p,8,imputebfill,10.666999999999916
lake3,MAR,5p,10,interpolatelinear,53.89563333333331
lake3,MAR,20p,9,interpolateakima,207.6324877909837
lake2,MCAR,5p,10,interpolatequadratic,64.71017219139071
vibr,MCAR,50p,7,imputemean,745.7254417410545
lake3,MAR,50p,8,interpolatecubic,676.4648234771001
pump,MCAR,50p,7,specunet,38652732.30927036
pump,MNAR,50p,7,imputemode,22391577.856132988
lake1,MAR,5p,10,mtfunet,416.00937598053963
lake1,MNAR,2p,9,mtfunet,151.1347038626971
boiler,MNAR,2p,6,imputebfill,83.17000000000053
pump,MCAR,5p,5,specunet,3013735.8932181457
lake3,MNAR,50p,6,specsd2all4,5301.494647619076
vibr,MAR,20p,4,interpolatepolynomial,430.26717205177454
lake2,MCAR,20p,3,rpsd2all4,1124.7422315923632
lake2,MNAR,20p,6,interpolatenearest,260.77240000000006
boiler,MCAR,2p,5,imputemode,6106.689999999995
vibr,MCAR,5p,6,rpunet,97.13500424679756
lake2,MNAR,50p,10,interpolatenearest,738.6735999999992
lake3,MCAR,2p,1,gafunet,162.44053698552506
lake1,MAR,20p,1,interpolatenearest,108.03470000000004
vibr,MAR,5p,6,imputebfill,111.95507485804305
vibr,MCAR,2p,3,imputemean,38.43358134751107
vibr,MNAR,20p,10,imputeffill,332.39426718058985
lake2,MAR,20p,6,imputeffill,329.92089999999814
lake3,MAR,20p,10,specsd2all4,2078.8821856372138
boiler,MAR,50p,10,interpolatepolynomial,1874.3495272368423
boiler,MNAR,2p,8,imputeffill,84.88000000000136
lake1,MAR,5p,5,interpolateindex,23.43283333333335
lake2,MCAR,2p,5,interpolateindex,19.65259999999978
vibr,MNAR,5p,2,interpolateindex,100.21769654113825
vibr,MAR,2p,8,rpsd2all4,45.70770274601067
lake3,MAR,5p,5,gafsd2all4,987.2713553238523
lake3,MCAR,2p,1,mtfsd2all4,130.8811568156877
vibr,MAR,2p,8,interpolatepchip,39.099796135566635
vibr,MNAR,5p,3,imputeffill,104.03198656986243
lake2,MNAR,2p,4,specunet,108.97779549863651
boiler,MAR,2p,2,interpolatelinear,43.11500000000103
lake1,MNAR,2p,7,rpsd2all4,112.97733417974854
pump,MNAR,20p,10,interpolatepolynomial,485446.040038717
lake3,MCAR,5p,8,gafsd2all4,1026.7750567272715
lake2,MNAR,5p,7,interpolateindex,59.82264999999995
boiler,MCAR,5p,8,interpolatecubic,134.729214333222
lake2,MNAR,2p,10,specsd2all4,166.1088195620963
vibr,MAR,2p,8,interpolatenearest,46.6573295690803
vibr,MAR,50p,6,imputemean,898.8509534769872
pump,MAR,5p,8,interpolatenearest,103479.89775099998
lake1,MAR,50p,4,imputemean,2664.4380855491327
vibr,MAR,5p,7,mtfunet,94.34749209658821
lake2,MCAR,50p,8,imputemedian,1836.8441000000007
boiler,MAR,5p,9,interpolatepchip,117.71672856717657
vibr,MCAR,5p,6,imputemedian,73.8199134599225
lake2,MCAR,50p,2,specunet,3911.636317218075
lake2,MAR,2p,2,imputebfill,34.80130000000008
lake3,MCAR,5p,7,interpolateakima,39.17816651931855
vibr,MNAR,20p,9,mtfsd2all4,386.7007199366674
lake1,MNAR,20p,5,mtfunet,1195.5322006999622
lake1,MAR,20p,2,gafunet,1230.370675869416
boiler,MCAR,2p,10,mtfunet,18143.890192137533
lake1,MNAR,2p,3,imputemode,136.64510000000018
lake1,MNAR,5p,1,specunet,395.40797655692535
pump,MAR,50p,10,rpunet,37574500.27818206
pump,MCAR,5p,6,specunet,3032470.1701448304
boiler,MAR,5p,8,interpolatepchip,116.63033653420837
lake1,MCAR,50p,5,mtfsd2all4,3065.6631682403186
lake3,MNAR,2p,1,interpolatelinear,8.871700000000004
lake1,MCAR,5p,7,gafsd2all4,460.59615975434895
lake3,MAR,50p,6,gafsd2all4,5957.394700000004
vibr,MCAR,20p,9,imputemode,649.1702021717934
lake2,MAR,50p,2,interpolateakima,827.8061125089208
lake2,MAR,50p,5,gafsd2all4,8835.702300000008
lake2,MAR,50p,2,interpolateindex,807.6344486868677
vibr,MNAR,20p,8,gafunet,433.16973981740944
vibr,MNAR,50p,4,imputemedian,733.1395894572898
lake3,MNAR,20p,5,mtfunet,1138.7619930501126
vibr,MCAR,2p,9,interpolatecubic,47.09627286145799
vibr,MCAR,20p,7,imputebfill,433.05861606274436
lake2,MNAR,5p,8,gafunet,456.8410076491115
pump,MAR,2p,3,imputemedian,2254111.43271
lake2,MNAR,50p,6,interpolatenearest,778.6822999999999
boiler,MNAR,2p,4,interpolatequadratic,51.966245573794595
boiler,MCAR,5p,6,gafunet,16524.390955533567
boiler,MCAR,2p,8,gafunet,6480.766633531279
lake3,MCAR,2p,2,imputeffill,15.592500000000001
lake3,MCAR,20p,10,specunet,1598.1670102615194
lake3,MNAR,20p,9,gafsd2all4,2333.861500000002
lake1,MCAR,20p,10,interpolatecubic,103.51419040992039
pump,MCAR,5p,3,mtfsd2all4,4387552.063006588
vibr,MNAR,50p,2,interpolateakima,1024.9703814962338
vibr,MCAR,2p,10,gafunet,26.766640029629833
boiler,MCAR,50p,5,specsd2all4,644834.4584203718
lake3,MAR,50p,3,interpolatepchip,592.1178141244509
lake3,MCAR,5p,5,imputeffill,48.034899999999936
boiler,MAR,20p,1,interpolatelinear,440.92915323566854
lake1,MCAR,2p,6,gafunet,89.34604703836823
pump,MNAR,50p,6,imputemedian,21813030.612974238
vibr,MAR,50p,2,gafsd2all4,1357.7651449607588
vibr,MAR,2p,9,interpolatelinear,74.61874661646121
lake1,MAR,5p,8,interpolatecubic,36.320199039912325
pump,MCAR,5p,4,rpsd2all4,7114938.12671095
lake3,MAR,5p,4,imputemedian,197.25019999999995
lake3,MNAR,5p,9,mtfsd2all4,266.9396213664013
boiler,MCAR,20p,3,interpolatelinear,427.9593333333373
vibr,MCAR,20p,7,interpolatepchip,424.2552437803834
lake3,MCAR,2p,10,interpolatepolynomial,8.363775791829568
vibr,MAR,2p,1,interpolatecubic,27.172859235008996
vibr,MCAR,2p,7,imputemean,51.99391259220825
pump,MCAR,20p,3,specunet,12538602.555233387
vibr,MCAR,20p,1,imputebfill,335.7504264686859
vibr,MAR,20p,4,rpsd2all4,380.25031320837275
lake3,MAR,5p,2,rpsd2all4,485.16815210168784
lake3,MNAR,5p,2,imputebfill,41.31350000000009
boiler,MNAR,20p,2,mtfunet,172546.40990937618
vibr,MAR,20p,10,specsd2all4,486.68391651167394
lake1,MAR,5p,7,mtfsd2all4,437.25448517446654
lake1,MCAR,2p,9,imputeffill,5.85799999999989
pump,MNAR,50p,8,gafsd2all4,108602928.22843589
pump,MNAR,2p,5,imputemode,875499.4025499999
lake3,MNAR,5p,8,interpolatecubic,40.7978244668204
lake1,MNAR,20p,9,interpolatenearest,145.62410000000074
vibr,MNAR,2p,8,interpolatecubic,45.77209236003688
pump,MCAR,50p,6,interpolatepolynomial,1334453.7190600452
lake3,MCAR,5p,1,specsd2all4,369.74543841426214
pump,MAR,20p,4,gafsd2all4,54433878.35722976
lake2,MCAR,50p,6,gafunet,1981.867790545909
lake3,MCAR,2p,6,interpolatecubic,12.948290567528602
lake1,MAR,20p,6,interpolatepolynomial,124.8425921786303
lake3,MCAR,2p,2,interpolatepchip,14.206977360449258
lake2,MCAR,50p,6,interpolateakima,621.2949772154304
lake1,MNAR,5p,8,imputemean,197.67213095057065
lake1,MCAR,50p,2,interpolatecubic,298.91205365001093
lake3,MCAR,50p,3,interpolatecubic,555.4957838485807
vibr,MAR,2p,4,interpolateakima,35.454629712886145
lake3,MNAR,50p,6,interpolatelinear,406.06118126213653
lake2,MCAR,2p,7,rpunet,101.27967234824916
pump,MAR,50p,2,imputemean,37610393.2087552
pump,MCAR,5p,7,interpolatepchip,95187.26216364665
vibr,MCAR,20p,7,rpsd2all4,358.10335611251855
pump,MAR,5p,7,imputemode,5798691.0929729985
lake1,MAR,50p,9,interpolatecubic,409.19635321637617
lake3,MCAR,50p,10,interpolatenearest,468.92500000000007
boiler,MCAR,20p,6,specsd2all4,309806.45153118705
boiler,MNAR,20p,6,interpolatelinear,436.6995000000213
lake1,MNAR,2p,3,interpolatelinear,7.809750000000008
boiler,MCAR,2p,3,interpolatelinear,43.698333333335654
vibr,MNAR,20p,9,imputemean,299.0159877998384
vibr,MNAR,5p,4,mtfunet,65.6334133190345
pump,MAR,20p,2,interpolateindex,401155.2968821767
lake1,MCAR,20p,7,interpolateindex,83.64558333333338
vibr,MNAR,20p,6,rpunet,382.6100745179043
lake2,MCAR,2p,4,mtfsd2all4,119.70670684807874
lake1,MAR,50p,5,imputemedian,2680.8897000000006
lake3,MAR,2p,9,imputeffill,10.560100000000062
boiler,MNAR,5p,9,rpunet,44498.4040207552
boiler,MAR,5p,2,imputemode,23033.500000000004
boiler,MCAR,2p,10,interpolateindex,42.626666666668484
lake2,MNAR,2p,7,mtfsd2all4,144.94217531373727
lake3,MNAR,5p,5,interpolateakima,31.55524121761829
lake1,MAR,5p,6,interpolateindex,16.839899999999943
lake3,MCAR,50p,6,interpolateindex,354.8546576190479
lake1,MAR,50p,3,imputebfill,507.84610000000123
boiler,MCAR,5p,4,interpolatepolynomial,131.29301258560133
lake1,MNAR,20p,5,interpolateakima,77.23041729438143
lake2,MCAR,20p,4,interpolatepolynomial,262.16822777439836
lake1,MAR,5p,6,imputebfill,21.205499999999915
lake2,MCAR,50p,2,interpolatequadratic,787.4538360586218
lake2,MAR,20p,7,interpolatepchip,289.84138654518813
pump,MCAR,2p,7,imputemode,956084.80073
lake2,MAR,5p,4,gafsd2all4,951.3724521883183
vibr,MCAR,2p,10,interpolatelinear,15.001833640620866
pump,MAR,2p,4,interpolatepchip,33686.08456141075
lake2,MNAR,2p,1,interpolatepchip,28.27003200826789
pump,MAR,50p,6,interpolateindex,2272978.607245365
pump,MNAR,5p,6,mtfunet,4512764.411334955
lake1,MNAR,5p,9,rpsd2all4,365.3281007163418
pump,MCAR,50p,3,mtfsd2all4,41285752.12090457
lake3,MCAR,50p,3,interpolatequadratic,527.1933236468443
pump,MCAR,5p,7,mtfsd2all4,4400308.255635436
lake2,MNAR,20p,4,imputeffill,295.2523
pump,MNAR,50p,5,interpolatenearest,1254718.1566847833
pump,MNAR,20p,4,interpolatecubic,503937.476181987
pump,MAR,50p,7,mtfsd2all4,37228939.23690661
lake1,MCAR,50p,10,imputemean,1894.3482618497155
pump,MAR,50p,1,interpolateindex,2302006.4480650714
lake3,MNAR,2p,2,specunet,147.74654930565364
lake1,MNAR,2p,1,mtfsd2all4,146.2872767024637
vibr,MCAR,5p,1,imputemode,192.41027945208245
vibr,MAR,2p,1,mtfunet,44.23282250711442
boiler,MCAR,20p,8,imputebfill,990.240000000008
pump,MAR,20p,4,interpolatepolynomial,501855.36863512476
lake2,MNAR,50p,1,imputemean,1901.3755771676347
boiler,MCAR,5p,2,interpolatequadratic,131.73344021401147
lake3,MAR,5p,8,interpolatecubic,62.951207985535575
pump,MAR,5p,9,imputemode,5847347.376668352
lake3,MCAR,5p,6,imputemean,176.1238505703419
lake1,MNAR,5p,10,rpsd2all4,264.18924319327914
lake1,MCAR,2p,8,interpolatepchip,4.0891975382131704
vibr,MNAR,50p,1,mtfsd2all4,780.8798185058463
lake2,MNAR,50p,9,interpolatequadratic,1009.2550429440319
vibr,MCAR,5p,9,interpolatepolynomial,98.11001808692171
pump,MAR,50p,3,mtfsd2all4,38577949.212234005
lake3,MNAR,5p,1,mtfunet,355.50844738447483
lake2,MCAR,2p,5,interpolatelinear,19.65259999999978
vibr,MNAR,5p,10,rpunet,91.17659070032576
lake3,MNAR,50p,5,mtfunet,2278.8415820335117
boiler,MCAR,2p,8,imputemedian,5929.9599999999955
pump,MAR,2p,6,interpolatecubic,39048.086518761105
pump,MCAR,50p,5,interpolateakima,1065621.4464229497
pump,MNAR,2p,2,interpolatepolynomial,44876.65980177893
lake2,MCAR,50p,2,imputemedian,1765.6449000000011
lake2,MCAR,20p,3,imputemean,701.0911335740058
lake3,MAR,20p,4,specunet,1803.6455684893897
lake1,MCAR,5p,6,imputebfill,37.43350000000032
vibr,MCAR,5p,4,interpolatepolynomial,90.28758576745523
lake2,MCAR,2p,8,specsd2all4,222.88102286841354
boiler,MAR,2p,3,imputemode,9220.660000000003
boiler,MAR,2p,6,interpolatelinear,42.501666666667234
vibr,MAR,2p,5,gafsd2all4,63.59036398437992
boiler,MCAR,20p,6,rpsd2all4,158785.7174536097
lake3,MCAR,2p,4,rpsd2all4,192.4131650831123
boiler,MNAR,50p,4,interpolatepchip,1310.1901327514129
lake2,MAR,5p,7,imputemean,313.1357049429655
lake2,MCAR,20p,7,imputeffill,267.0893000000003
lake2,MAR,50p,6,imputeffill,880.9887999999978
pump,MNAR,5p,5,mtfsd2all4,4527435.766384828
lake2,MNAR,50p,4,imputebfill,757.3536999999978
lake3,MCAR,5p,9,rpunet,412.81908693768014
lake1,MNAR,50p,8,specsd2all4,4560.056724140335
lake2,MAR,20p,4,specunet,1760.4965496802672
vibr,MNAR,2p,5,rpsd2all4,41.90450583089418
vibr,MCAR,5p,2,rpunet,109.91503822462349
pump,MNAR,2p,7,imputemean,905070.5684077413
boiler,MCAR,5p,6,interpolateindex,103.41833333333273
lake2,MCAR,20p,4,imputebfill,264.25929999999926
lake1,MAR,50p,10,interpolatenearest,549.2613
boiler,MCAR,50p,1,rpunet,404384.68420234014
boiler,MNAR,50p,10,rpunet,340306.545631581
boiler,MNAR,20p,9,imputemedian,59174.140000000014
pump,MAR,2p,5,mtfsd2all4,2673816.076166739
pump,MNAR,2p,3,rpunet,2886466.9723330773
boiler,MNAR,5p,2,imputemedian,14691.659999999996
boiler,MAR,20p,1,interpolateindex,440.92915323566854
pump,MAR,5p,9,interpolatenearest,104605.6277628555
vibr,MAR,5p,9,interpolatequadratic,117.42703188088768
lake2,MAR,20p,3,gafunet,1963.657993993038
lake1,MNAR,20p,7,interpolatenearest,134.22979999999973
pump,MCAR,50p,10,interpolatecubic,1370725.4389215873
vibr,MNAR,2p,3,mtfsd2all4,29.992379536590583
lake1,MCAR,20p,10,interpolatepolynomial,99.43688180626361
vibr,MCAR,2p,8,mtfunet,26.476877472475877
lake1,MAR,2p,7,mtfunet,164.94532790254226
pump,MAR,50p,6,interpolatepolynomial,7613409.588317393
boiler,MNAR,2p,10,mtfunet,18876.838265762857
lake3,MAR,50p,5,imputemean,2062.343022254335
lake2,MAR,2p,5,imputemode,121.31289999999979
lake2,MNAR,5p,7,interpolatepolynomial,72.53271434644705
pump,MNAR,50p,10,mtfunet,51420340.929326504
lake3,MAR,50p,3,imputebfill,789.7594999999997
vibr,MAR,2p,6,interpolateindex,56.5874357887985
boiler,MCAR,20p,5,gafsd2all4,222914.667761605
lake1,MCAR,50p,6,interpolatecubic,355.4718388431462
lake2,MCAR,2p,8,imputemedian,63.91679999999974
boiler,MCAR,50p,5,interpolatecubic,1533.4918398621198
lake2,MNAR,20p,7,interpolatepolynomial,275.8727773441152
lake2,MNAR,2p,2,imputeffill,26.429200000000378
lake1,MCAR,20p,4,gafsd2all4,2027.8202999999985
lake1,MCAR,50p,8,mtfunet,2761.9970576033043
pump,MAR,20p,7,specsd2all4,16172702.58735205
boiler,MAR,50p,9,imputemode,202163.85999999996
boiler,MNAR,50p,4,imputeffill,4669.460000000005
lake2,MCAR,2p,2,interpolatepchip,31.959219787131133
lake3,MCAR,5p,10,imputeffill,30.74470000000005
vibr,MCAR,5p,3,interpolateindex,81.42517854746055
lake3,MAR,2p,3,mtfsd2all4,177.31698969507923
lake2,MNAR,2p,2,interpolatecubic,23.156574645294654
pump,MCAR,50p,7,imputebfill,1277521.792076086
lake2,MAR,5p,8,imputemean,349.11180121673056
pump,MAR,50p,3,gafunet,60374061.6977809
pump,MAR,50p,2,imputemode,38702830.026627354
lake3,MCAR,50p,4,interpolatecubic,567.7338409592055
boiler,MAR,5p,4,interpolatequadratic,134.2977072664752
boiler,MNAR,50p,8,interpolatelinear,1173.9283313892163
vibr,MNAR,20p,2,interpolateindex,297.058951671828
vibr,MCAR,5p,3,gafunet,91.97203840302315
lake3,MNAR,2p,9,rpsd2all4,156.4429281607814
vibr,MAR,50p,10,mtfsd2all4,979.9056414585837
vibr,MAR,2p,10,interpolatepolynomial,54.72816034663896
lake2,MCAR,20p,9,rpunet,1071.9538265018978
vibr,MCAR,5p,2,mtfsd2all4,122.67337654954086
lake3,MNAR,2p,8,rpsd2all4,162.77935728970456
pump,MAR,50p,1,interpolateakima,2242748.6258100914
lake3,MAR,20p,10,interpolatequadratic,219.29891771834386
lake2,MCAR,5p,5,imputemode,175.69560000000024
boiler,MAR,2p,4,mtfsd2all4,20016.00997126929
vibr,MCAR,5p,6,gafunet,106.4941399474349
lake2,MCAR,20p,4,imputemode,727.8716999999996
vibr,MNAR,20p,4,interpolatequadratic,407.00181758457927
lake2,MNAR,50p,6,interpolatelinear,652.4356953896105
lake3,MAR,20p,4,imputemean,935.8341823104695
lake2,MAR,2p,1,mtfsd2all4,202.7289846095715
vibr,MNAR,20p,10,interpolatequadratic,391.4520614705778
boiler,MAR,5p,5,imputemode,22831.030000000002
boiler,MAR,5p,7,imputemean,23085.80667824201
lake2,MAR,2p,3,mtfunet,150.83834161973368
boiler,MAR,5p,8,specsd2all4,73388.89311447274
lake1,MCAR,5p,1,mtfunet,355.88006429372257
lake3,MAR,2p,4,imputemean,97.39632800294757
pump,MAR,2p,7,interpolatecubic,42251.071905090925
lake3,MAR,5p,7,mtfunet,333.58317053591816
lake2,MNAR,5p,10,interpolateakima,58.50905007101119
lake3,MCAR,2p,4,imputemedian,47.278699999999986
vibr,MNAR,50p,1,mtfunet,840.1320159170771
pump,MNAR,20p,7,gafunet,19934130.476195008
boiler,MCAR,5p,8,interpolateindex,105.69500000000392
lake2,MNAR,2p,9,rpunet,124.44389332525907
lake3,MAR,5p,10,interpolatepchip,54.326052358916826
lake2,MCAR,2p,9,gafsd2all4,366.0875000000002
lake1,MAR,5p,4,interpolatequadratic,19.037511651437626
boiler,MNAR,20p,7,gafsd2all4,220270.73873455153
boiler,MNAR,5p,7,interpolatequadratic,131.00378752124197
pump,MNAR,2p,10,imputebfill,45686.0022
pump,MNAR,50p,7,interpolatelinear,1079798.226793986
boiler,MAR,50p,3,gafunet,226857.84674555354
lake1,MNAR,20p,3,gafunet,1093.4505668997754
pump,MNAR,20p,10,interpolatecubic,501624.9686174788
lake2,MAR,2p,4,mtfunet,227.46108729150615
pump,MNAR,50p,4,gafsd2all4,108689498.22599553
lake1,MCAR,5p,6,interpolateakima,25.97989099551313
vibr,MNAR,5p,3,interpolatecubic,124.70912057836155
lake3,MNAR,50p,2,specsd2all4,4015.467776035005
lake2,MAR,2p,7,specsd2all4,161.35544460425808
lake2,MCAR,2p,1,interpolatepchip,22.016402152931846
lake3,MAR,20p,7,specsd2all4,1706.5943128267172
lake3,MAR,50p,8,interpolatepchip,2440.3417640913945
boiler,MNAR,20p,3,gafsd2all4,220307.90149934983
lake2,MNAR,20p,7,imputeffill,283.1858000000002
boiler,MCAR,2p,8,mtfunet,18121.063642694717
lake1,MCAR,5p,8,gafsd2all4,453.1121328785126
vibr,MAR,2p,4,imputeffill,39.109785364469765
boiler,MNAR,5p,5,imputeffill,215.6900000000054
pump,MAR,2p,10,imputemedian,2308666.99134
lake3,MCAR,2p,9,imputebfill,13.525199999999984
pump,MNAR,20p,9,rpunet,20496020.886925787
boiler,MCAR,50p,4,imputemedian,150161.73999999996
boiler,MNAR,20p,1,interpolatequadratic,546.8636688131605
vibr,MAR,5p,6,interpolatelinear,101.20561968746915
lake3,MCAR,5p,2,imputemode,284.92150000000004
pump,MCAR,5p,9,imputemean,2561179.0318888593
boiler,MAR,2p,8,interpolateindex,43.64166666666699
vibr,MNAR,50p,10,specsd2all4,886.9562661602992
boiler,MAR,2p,10,specsd2all4,29279.07187194187
lake1,MAR,5p,2,imputebfill,30.325599999999724
pump,MCAR,5p,2,interpolatecubic,118579.74319152403
pump,MAR,20p,5,interpolatecubic,508763.44535803073
lake1,MCAR,50p,2,rpunet,3432.118978604398
pump,MNAR,2p,4,rpunet,2852011.079614688
pump,MNAR,50p,4,gafunet,52274671.527599
boiler,MNAR,5p,7,interpolateindex,105.56333333333703
lake3,MCAR,20p,2,gafunet,986.0964443472972
pump,MCAR,50p,4,interpolatepchip,1048083.5366492642
pump,MNAR,20p,5,imputemean,9085533.837957827
lake3,MAR,5p,7,gafsd2all4,1051.8055495538292
lake1,MNAR,20p,6,specunet,1669.7836563921815
lake1,MCAR,2p,4,interpolatenearest,7.3553
lake1,MAR,20p,3,imputemode,1549.8107000000032
lake2,MCAR,50p,9,gafsd2all4,5274.309400000025
pump,MNAR,50p,3,interpolatenearest,1253152.166701805
boiler,MNAR,2p,10,interpolatelinear,42.681666666666956
vibr,MNAR,2p,7,gafsd2all4,43.68485960303229
boiler,MNAR,20p,9,interpolatecubic,569.218205620018
vibr,MNAR,50p,9,imputebfill,1030.0288135148796
lake3,MCAR,20p,7,interpolatecubic,187.01931732347518
lake1,MNAR,50p,8,interpolatelinear,272.59139573593137
boiler,MAR,50p,6,interpolatecubic,1827.6799034152114
boiler,MNAR,20p,8,interpolatelinear,432.8262857143027
vibr,MAR,20p,1,interpolatecubic,426.80027990500304
boiler,MAR,2p,8,imputemean,9246.760244144449
boiler,MCAR,2p,10,specsd2all4,30636.384197624964
lake1,MAR,20p,10,gafunet,1319.8741168581735
lake1,MNAR,50p,6,interpolateakima,291.61617172428635
vibr,MAR,2p,5,interpolatelinear,29.37434070038439
lake1,MNAR,2p,6,interpolateakima,9.875087329516816
lake3,MAR,5p,9,imputemedian,256.33270000000016
vibr,MCAR,20p,10,interpolatelinear,402.2206641044415
pump,MAR,50p,7,imputemedian,38337505.91632914
lake1,MCAR,5p,10,specsd2all4,488.64328988025665
boiler,MNAR,20p,10,interpolatecubic,564.7042327560717
pump,MCAR,2p,5,mtfunet,1906200.2475803932
pump,MAR,20p,10,imputemode,20974640.964568183
boiler,MAR,50p,10,specsd2all4,466467.665033437
vibr,MAR,50p,7,specunet,1015.5433742629011
boiler,MCAR,5p,1,specsd2all4,75528.34793306739
lake1,MCAR,2p,4,imputemedian,76.02289999999988
lake3,MAR,50p,4,imputebfill,690.0437000000001
lake3,MAR,2p,5,interpolateindex,23.68104999999997
boiler,MNAR,5p,3,interpolatelinear,107.27333333333638
lake2,MNAR,50p,4,interpolatepchip,672.2570187609273
lake1,MNAR,20p,8,imputebfill,180.92159999999984
vibr,MCAR,5p,7,rpunet,97.21992354770948
boiler,MNAR,20p,5,imputemean,59646.18269996535
lake1,MAR,2p,3,imputeffill,15.73759999999993
lake3,MNAR,20p,2,rpsd2all4,1681.2354723748813
pump,MNAR,5p,10,imputemean,2222063.126488627
boiler,MNAR,5p,1,imputebfill,215.83999999999855
vibr,MAR,50p,7,gafsd2all4,1440.5898506860049
pump,MAR,5p,8,interpolatepolynomial,103149.30756862096
boiler,MCAR,50p,4,imputemode,151955.8299999999
pump,MAR,2p,9,interpolateakima,36615.47489206377
boiler,MAR,20p,4,imputemedian,88811.96999999999
vibr,MAR,50p,4,interpolatepolynomial,1086.8261411813714
pump,MAR,50p,2,interpolatequadratic,6122222.581997071
lake1,MNAR,50p,7,imputemode,3151.1511999999966
