dataset_name,missing_data_type,missing_rate,iteration_nr,fixing_method,difference
lake3,MNAR,2p,1,interpolatequadratic,11.892538184931368
lake3,MCAR,2p,1,gafsd2all4,387.6399000000002
lake2,MCAR,5p,3,mtfunet,356.16931518753813
vibr,MCAR,5p,4,interpolatecubic,92.20294316151178
boiler,MAR,2p,4,gafsd2all4,23005.72815244448
lake2,MCAR,20p,6,gafsd2all4,3392.078600000003
lake1,MCAR,2p,5,mtfsd2all4,138.14448152271126
lake2,MAR,5p,7,rpunet,296.47269404539634
vibr,MCAR,5p,4,imputebfill,114.19504197705929
lake1,MCAR,50p,6,interpolatenearest,351.6536000000005
lake2,MAR,5p,1,interpolatelinear,88.71901666666656
lake3,MNAR,20p,7,specunet,1844.363004612082
lake1,MCAR,2p,2,interpolatequadratic,7.386442053687574
vibr,MAR,2p,5,imputemode,55.48741462367735
boiler,MNAR,2p,4,imputemean,5880.612129619779
pump,MNAR,2p,9,interpolatepolynomial,45634.54271161163
lake3,MAR,50p,4,interpolatepchip,559.5328933009354
pump,MAR,5p,9,imputemedian,5670718.168768353
lake2,MNAR,5p,2,interpolatequadratic,69.62967619366498
pump,MCAR,20p,8,specsd2all4,11697882.194626441
boiler,MCAR,5p,1,interpolatequadratic,131.43424856865477
lake3,MAR,5p,10,imputemedian,265.79420000000005
lake2,MNAR,5p,2,imputemedian,227.0808999999989
vibr,MNAR,20p,1,interpolatequadratic,433.2157708737771
lake3,MNAR,2p,3,interpolatepchip,23.46204703087119
lake1,MCAR,50p,1,specsd2all4,5836.666139428102
pump,MAR,20p,1,interpolatequadratic,490068.50000783836
vibr,MCAR,50p,7,mtfunet,897.3202873363418
boiler,MAR,20p,2,imputemode,88459.85
lake2,MCAR,20p,8,interpolatepchip,206.26578845213658
lake3,MAR,2p,9,specunet,180.93625074354628
lake3,MAR,20p,10,mtfunet,1095.5754187440302
vibr,MNAR,5p,3,interpolatepolynomial,124.37451066969054
vibr,MCAR,20p,9,imputeffill,423.2764230627806
lake2,MNAR,20p,7,imputemean,719.276639891696
vibr,MAR,20p,4,mtfsd2all4,391.74193043228775
boiler,MCAR,5p,7,mtfunet,45599.541395468696
vibr,MCAR,20p,3,interpolateakima,396.03221490166624
lake1,MCAR,2p,9,mtfsd2all4,164.07042845626512
lake3,MNAR,2p,3,imputemean,66.15239771554891
lake2,MAR,5p,6,gafsd2all4,933.4327282108941
vibr,MNAR,20p,5,interpolateakima,288.891823168957
lake3,MNAR,5p,1,imputemean,162.63724600760474
pump,MNAR,50p,4,imputeffill,1410861.2690919787
pump,MAR,5p,1,imputeffill,98838.93247800002
lake1,MCAR,20p,7,interpolatenearest,108.22849999999954
pump,MAR,5p,6,interpolatelinear,86409.1506190238
lake1,MNAR,2p,2,specsd2all4,155.62089721166132
lake3,MNAR,20p,5,specsd2all4,1592.5085063049949
boiler,MAR,20p,6,interpolatecubic,581.1977668094808
boiler,MNAR,5p,3,rpunet,45218.798681543405
lake2,MNAR,50p,4,imputemedian,1969.4458999999943
lake1,MCAR,2p,7,gafunet,88.45243434649137
lake3,MAR,50p,7,interpolatepolynomial,874.7437092872179
lake3,MNAR,2p,7,imputemedian,66.32960000000006
boiler,MCAR,5p,8,gafunet,16693.223931611992
lake3,MNAR,20p,8,interpolatepolynomial,200.00036757251203
lake2,MCAR,20p,4,gafunet,1571.858844577589
pump,MCAR,50p,8,rpunet,42094818.110364035
lake1,MAR,2p,8,interpolatequadratic,9.232090812758486
lake2,MCAR,20p,3,interpolatequadratic,233.3273531087035
boiler,MCAR,2p,2,interpolateakima,43.56650212085435
lake1,MAR,5p,10,interpolatenearest,49.42389999999989
lake2,MAR,2p,2,rpunet,105.7273668626766
lake1,MNAR,5p,6,imputemode,318.56460000000095
lake3,MAR,50p,9,rpsd2all4,2796.7555057920827
pump,MAR,50p,7,imputebfill,2710308.166791871
pump,MAR,5p,7,imputemean,5025940.287443541
lake2,MCAR,20p,6,interpolatepolynomial,282.8643377787489
vibr,MAR,2p,2,rpunet,33.477876244556874
boiler,MCAR,50p,2,interpolatepolynomial,1485.395944075894
pump,MCAR,5p,9,gafunet,4578617.159686011
lake3,MCAR,2p,5,interpolatecubic,20.482655507128925
lake1,MCAR,5p,4,interpolatenearest,23.542699999999627
lake3,MNAR,50p,6,interpolatepolynomial,529.5715214652566
vibr,MCAR,20p,3,interpolatecubic,513.6252971596576
lake2,MAR,20p,2,mtfunet,1778.135974178346
lake2,MCAR,2p,3,gafunet,151.4542637743648
vibr,MNAR,20p,10,specunet,335.6037729081752
vibr,MNAR,20p,9,imputeffill,459.8879510650436
lake3,MCAR,2p,1,interpolateakima,9.461910808544815
vibr,MNAR,5p,3,rpsd2all4,102.053121962669
lake1,MAR,5p,10,mtfsd2all4,417.8703950266272
lake1,MAR,5p,3,interpolatelinear,23.640849999999716
boiler,MNAR,2p,6,interpolatepolynomial,51.166530860726084
vibr,MCAR,20p,2,specsd2all4,421.29277941445207
boiler,MCAR,50p,2,gafsd2all4,557751.4099999982
boiler,MCAR,5p,5,interpolatepolynomial,132.27970893164024
pump,MAR,2p,9,specunet,1498351.68329123
boiler,MCAR,2p,7,rpunet,16665.063350579356
vibr,MCAR,50p,7,mtfsd2all4,883.712953550105
lake2,MNAR,20p,8,rpsd2all4,1023.9095079656871
boiler,MCAR,20p,6,imputemode,60678.189999999966
boiler,MCAR,5p,3,interpolatelinear,108.57666666667444
lake3,MNAR,50p,6,rpunet,2782.475012883486
lake3,MCAR,5p,7,imputemode,292.20070000000004
vibr,MCAR,20p,8,interpolatepchip,414.8619403772186
boiler,MCAR,20p,6,interpolatecubic,559.4834705993345
pump,MAR,2p,4,imputeffill,40611.34199635937
lake2,MAR,2p,10,interpolatepolynomial,30.57894290204024
boiler,MCAR,50p,6,interpolateakima,1208.7753217925715
pump,MAR,20p,9,specsd2all4,14701303.525665293
pump,MCAR,50p,10,mtfunet,47456378.21367755
lake2,MAR,20p,10,imputeffill,323.9880999999989
pump,MAR,50p,7,interpolatecubic,4238320.850661894
pump,MAR,20p,4,interpolatenearest,465550.8763170373
boiler,MNAR,20p,10,interpolateakima,456.59893575595447
lake1,MCAR,2p,4,mtfunet,172.49413045826276
lake3,MNAR,5p,7,imputemean,153.10868190114107
lake3,MAR,20p,2,imputemode,1262.3055000000004
vibr,MAR,50p,6,gafunet,978.8014265818363
vibr,MNAR,2p,7,imputeffill,52.11808227400362
lake1,MAR,2p,9,rpsd2all4,103.59383932078532
lake3,MAR,2p,10,mtfsd2all4,121.07275823706752
lake2,MCAR,50p,3,gafsd2all4,8405.732200000006
boiler,MCAR,20p,9,interpolateakima,461.75219931098457
pump,MAR,20p,2,interpolatenearest,465994.648562797
pump,MNAR,50p,5,interpolatepolynomial,1438474.4748405598
vibr,MAR,50p,10,interpolatenearest,1013.5819778947778
lake1,MNAR,2p,7,interpolateakima,8.296300536309388
boiler,MCAR,20p,3,interpolatepolynomial,538.3276977084232
boiler,MCAR,50p,4,mtfunet,488861.29252283665
boiler,MNAR,5p,7,specunet,72228.92257471342
lake2,MAR,20p,2,specsd2all4,1675.8475461866215
boiler,MCAR,5p,3,mtfunet,45598.35516657729
boiler,MAR,50p,3,gafsd2all4,566431.0899999982
vibr,MNAR,20p,4,rpunet,339.1767776929627
lake3,MCAR,20p,7,rpunet,1442.2804573053381
lake1,MCAR,2p,3,interpolatepolynomial,10.211637285472534
lake1,MAR,20p,10,rpunet,1192.8501912436502
vibr,MNAR,5p,3,rpunet,142.76729592325626
vibr,MCAR,20p,4,interpolatelinear,331.6168238810715
lake1,MNAR,5p,5,imputebfill,34.23419999999976
lake2,MCAR,20p,1,mtfunet,1335.2056814408843
pump,MAR,2p,8,interpolateakima,35307.664429142504
lake2,MAR,50p,5,specsd2all4,4035.3258589101774
vibr,MCAR,50p,2,imputemean,743.3697073588266
pump,MCAR,20p,4,mtfunet,20424817.97618172
lake2,MCAR,50p,7,imputeffill,785.5653999999993
lake2,MCAR,2p,3,imputebfill,32.61900000000048
lake2,MAR,50p,8,interpolatepolynomial,925.4558950142829
lake1,MNAR,5p,10,imputebfill,35.55119999999994
vibr,MNAR,5p,6,interpolatelinear,91.14235948286074
pump,MNAR,2p,9,gafsd2all4,4320259.5023092395
lake1,MNAR,5p,4,interpolateindex,16.899733333333188
lake2,MAR,2p,2,rpsd2all4,86.74105903605289
pump,MAR,20p,6,gafunet,33543913.151765615
boiler,MNAR,5p,6,imputemedian,14669.889999999992
pump,MAR,5p,2,specunet,4245197.337168823
vibr,MCAR,2p,8,interpolatepolynomial,37.9474690372281
lake3,MCAR,5p,4,imputeffill,41.12109999999993
vibr,MNAR,2p,2,rpunet,34.18667105459113
lake3,MAR,20p,1,gafsd2all4,2018.366299999998
boiler,MAR,5p,9,imputeffill,221.61999999999955
vibr,MAR,2p,5,interpolatepchip,34.350497555969916
boiler,MCAR,20p,1,gafsd2all4,223075.1757815043
lake3,MAR,2p,2,imputemode,131.33370000000002
boiler,MNAR,50p,2,interpolatenearest,3107.7699999999895
lake2,MAR,5p,2,interpolatenearest,71.8284000000001
lake3,MCAR,5p,2,interpolateindex,25.382849999999877
lake2,MCAR,50p,9,imputemean,1784.103108092482
pump,MAR,5p,7,mtfunet,5572651.35587685
vibr,MCAR,5p,8,interpolateindex,95.91950721208664
boiler,MNAR,5p,4,specunet,73450.76343608317
pump,MCAR,20p,2,interpolateindex,387047.4718519578
pump,MAR,5p,4,gafunet,9514692.506001923
pump,MCAR,2p,2,interpolatepolynomial,45754.1490669106
boiler,MAR,20p,8,imputemean,88296.99592863755
lake1,MCAR,5p,10,interpolateakima,14.679548495801214
lake2,MCAR,20p,5,interpolateakima,235.80156279415473
lake1,MCAR,50p,1,imputemedian,1893.5639000000003
vibr,MCAR,2p,6,interpolatelinear,26.217103810207174
lake1,MCAR,5p,3,interpolatepchip,41.548137937347065
lake1,MNAR,20p,3,interpolatecubic,142.86394426234534
boiler,MAR,20p,4,specsd2all4,296617.0167859831
pump,MNAR,5p,2,rpsd2all4,6809116.11800541
boiler,MAR,2p,4,interpolatecubic,53.496858162796
pump,MCAR,50p,9,interpolateakima,1079846.6555812587
vibr,MAR,20p,7,interpolatepolynomial,472.58978604189804
pump,MAR,20p,5,imputebfill,490104.331861
lake3,MAR,50p,7,interpolateindex,585.5296033800194
boiler,MNAR,2p,3,specunet,29009.016178920956
vibr,MNAR,2p,8,imputemedian,21.13192893331324
vibr,MCAR,5p,1,interpolatequadratic,120.1053450984902
lake1,MNAR,2p,7,imputemode,125.67070000000024
boiler,MNAR,20p,6,interpolateindex,436.6995000000213
vibr,MNAR,50p,8,imputemode,1592.2241749931127
boiler,MNAR,2p,10,imputemode,6231.889999999994
pump,MNAR,2p,2,interpolateakima,38924.77473421025
lake3,MNAR,5p,3,rpsd2all4,434.0334404802942
lake3,MNAR,5p,10,interpolatecubic,35.07944744520424
lake1,MAR,50p,1,interpolatepolynomial,703.5026007138387
pump,MCAR,2p,5,interpolateakima,39429.46262575425
pump,MCAR,5p,1,imputemode,2635729.67821
lake2,MAR,50p,4,specsd2all4,3053.8608905905567
vibr,MNAR,2p,6,imputeffill,22.97277091696616
lake1,MCAR,2p,3,gafsd2all4,182.4531999999998
lake1,MCAR,5p,9,imputemean,184.3767484410646
boiler,MCAR,20p,2,gafsd2all4,222009.45484362266
boiler,MAR,20p,3,interpolatepchip,486.3181273738842
lake1,MCAR,2p,7,imputemode,156.50240000000042
vibr,MNAR,5p,4,imputemean,65.97191915591208
vibr,MNAR,5p,8,interpolatenearest,94.95146116608402
boiler,MAR,50p,2,imputemean,202987.27504549146
vibr,MNAR,2p,4,mtfunet,13.732355512735896
lake3,MCAR,2p,4,interpolatequadratic,11.666192442326178
lake3,MNAR,5p,4,interpolateakima,39.037597142094256
lake2,MNAR,50p,5,interpolatepchip,697.8917628308499
lake3,MAR,2p,10,imputemean,111.49567081798088
pump,MCAR,20p,8,interpolatelinear,383858.338776132
lake2,MAR,2p,4,imputemedian,141.95190000000025
vibr,MAR,5p,1,imputeffill,110.86011990129586
lake2,MAR,2p,7,gafunet,222.66340080176178
lake3,MNAR,2p,2,interpolatelinear,9.266300000000001
lake2,MNAR,5p,6,interpolatecubic,77.83502386782436
lake1,MNAR,5p,1,imputeffill,32.22270000000003
lake1,MNAR,20p,6,interpolateindex,92.68501333333319
boiler,MNAR,5p,1,gafsd2all4,55180.238948946535
lake3,MNAR,50p,5,rpunet,2986.690745852486
vibr,MNAR,20p,8,interpolatepchip,370.0521829108482
vibr,MAR,50p,3,rpunet,922.3251943723246
vibr,MNAR,50p,3,gafsd2all4,1299.2132598574303
pump,MCAR,50p,2,interpolatequadratic,1339283.7506149483
pump,MNAR,2p,5,interpolateindex,36649.76759166667
lake2,MAR,20p,1,interpolatelinear,269.8469671428559
pump,MCAR,2p,5,interpolatelinear,37958.697003333335
lake1,MAR,20p,5,mtfunet,1436.0629018210248
vibr,MNAR,20p,9,imputemedian,303.6376354210345
lake2,MNAR,2p,9,imputemedian,88.07740000000013
lake3,MAR,5p,8,specsd2all4,303.7290067618907
lake3,MCAR,20p,8,rpsd2all4,1533.2748433661686
lake1,MNAR,2p,8,interpolateakima,8.72892002598229
vibr,MAR,20p,1,interpolatenearest,368.4216736175823
pump,MCAR,20p,2,interpolatepolynomial,476112.2905327889
lake3,MNAR,20p,6,interpolatequadratic,190.71689451655433
vibr,MCAR,5p,1,interpolatenearest,91.90468173314883
lake2,MAR,2p,9,interpolatenearest,35.09730000000013
lake3,MNAR,50p,2,interpolatecubic,572.5350070406002
lake1,MNAR,50p,5,gafsd2all4,5671.9483999999875
lake2,MAR,20p,1,specunet,1958.410154139463
boiler,MNAR,2p,2,interpolateindex,40.78000000000168
lake3,MNAR,5p,3,interpolatepolynomial,48.63825304659653
lake3,MAR,50p,6,gafunet,3479.2787247974575
vibr,MAR,2p,4,interpolatepolynomial,37.30360961175164
lake1,MCAR,20p,4,imputemode,1638.5879000000036
boiler,MCAR,20p,2,specunet,282480.8344472713
pump,MNAR,5p,7,gafunet,4338938.7852769615
boiler,MNAR,20p,1,interpolateakima,459.6146258150151
vibr,MCAR,20p,5,gafunet,429.3606822993823
lake1,MCAR,50p,10,interpolatepolynomial,312.0100068129836
lake1,MNAR,50p,2,specsd2all4,4509.170115020212
lake3,MAR,5p,8,gafunet,506.18986441403774
vibr,MCAR,2p,4,gafsd2all4,70.07182406352115
lake1,MCAR,20p,9,interpolatepchip,101.52554561376854
vibr,MAR,2p,3,imputeffill,55.68255561038572
vibr,MCAR,50p,2,interpolateakima,992.5444096613121
lake1,MAR,5p,7,gafunet,364.5307690912986
boiler,MCAR,5p,6,rpunet,43871.214000161825
pump,MCAR,50p,6,gafsd2all4,109020605.26110452
vibr,MAR,50p,8,specunet,1003.799283887377
lake2,MCAR,20p,3,imputemedian,679.768900000001
vibr,MCAR,2p,1,gafsd2all4,64.10702497059665
lake1,MAR,50p,7,interpolateakima,399.57238740165985
pump,MNAR,50p,5,imputemean,23476777.40372673
vibr,MNAR,50p,5,interpolatepchip,22910.40841555054
vibr,MNAR,20p,8,imputemean,319.8564143053744
pump,MCAR,5p,7,interpolateakima,97160.69909962278
lake3,MNAR,2p,9,interpolateindex,11.971650000000096
pump,MCAR,20p,6,interpolatequadratic,474281.7683107416
boiler,MCAR,20p,9,imputemean,60575.935484431095
vibr,MCAR,2p,10,imputemode,69.9348360631925
lake2,MNAR,50p,6,imputemean,1984.6857202312299
pump,MCAR,2p,1,interpolatequadratic,43496.279538521616
lake2,MCAR,5p,8,interpolateindex,48.78984999999966
vibr,MAR,20p,6,imputebfill,430.4656285173312
lake2,MAR,5p,4,interpolatenearest,82.31350000000077
pump,MNAR,2p,4,interpolatequadratic,43754.330901525216
lake3,MAR,2p,5,imputebfill,28.030399999999986
lake1,MAR,2p,4,imputemode,118.07710000000037
lake2,MCAR,50p,5,specsd2all4,6402.30737887984
lake1,MCAR,5p,7,imputeffill,26.36400000000009
pump,MAR,50p,8,imputebfill,2715420.4115986307
lake3,MCAR,2p,9,rpunet,204.167421862616
boiler,MCAR,2p,6,imputemedian,6101.500000000002
lake3,MCAR,2p,10,interpolatelinear,7.412450000000035
lake3,MCAR,20p,3,interpolatelinear,144.61000333333345
vibr,MCAR,5p,9,imputemode,149.26344412215968
lake1,MCAR,50p,4,imputemedian,1914.607499999999
lake3,MCAR,2p,6,mtfunet,126.14690159931672
lake2,MCAR,20p,6,imputemean,683.3350823104687
vibr,MAR,20p,5,imputemode,684.8187907662747
boiler,MNAR,2p,10,mtfsd2all4,21147.81187519955
lake2,MCAR,50p,4,interpolateindex,610.7536944011545
vibr,MAR,50p,7,rpunet,957.3505024220735
lake1,MAR,5p,1,interpolateakima,18.266526316867214
lake1,MAR,5p,4,interpolatepolynomial,19.037511651437626
pump,MCAR,20p,7,interpolatequadratic,480795.1766114933
vibr,MCAR,20p,2,imputebfill,365.4150646243013
lake1,MCAR,5p,10,imputemode,407.4316000000011
lake3,MNAR,5p,5,imputebfill,36.40919999999994
lake1,MAR,20p,9,gafsd2all4,2344.8546999999976
lake2,MCAR,20p,3,interpolatepolynomial,233.3273531087035
pump,MNAR,20p,4,interpolatepchip,405251.55900639377
boiler,MCAR,50p,6,gafsd2all4,557556.5299999982
vibr,MNAR,50p,8,imputemedian,740.1424686085364
boiler,MNAR,50p,10,specsd2all4,803602.68692014
lake3,MCAR,20p,9,interpolatecubic,167.78208401803758
lake1,MNAR,2p,5,interpolateindex,10.708266666666646
pump,MNAR,2p,7,gafunet,1637172.900030919
lake3,MNAR,5p,7,mtfunet,348.5165614816751
lake1,MNAR,2p,2,interpolatecubic,18.538932074644322
lake1,MAR,2p,3,interpolatenearest,15.73759999999993
lake3,MNAR,20p,6,rpsd2all4,1653.875867002394
pump,MNAR,5p,5,imputeffill,114344.54049985547
vibr,MCAR,20p,9,interpolateakima,372.4202069735685
boiler,MAR,50p,8,interpolatequadratic,2054.2309192086286
lake1,MAR,20p,1,imputeffill,111.99430000000064
boiler,MAR,20p,8,rpunet,200659.88834896812
pump,MAR,5p,3,mtfsd2all4,6465043.903302458
boiler,MCAR,20p,1,rpsd2all4,156023.26077826868
pump,MNAR,20p,5,rpsd2all4,27245036.17990757
boiler,MNAR,2p,2,interpolatelinear,40.78000000000168
vibr,MCAR,20p,2,imputemean,317.8133198887685
pump,MNAR,20p,5,interpolateakima,410632.89544559014
boiler,MCAR,2p,10,rpunet,16510.878558459175
pump,MNAR,50p,8,interpolatepchip,1110947.5564482126
lake1,MNAR,2p,9,imputemode,118.17540000000065
lake3,MCAR,20p,4,imputebfill,155.16099999999966
vibr,MCAR,20p,2,interpolatenearest,389.90702270192037
lake2,MCAR,50p,10,rpunet,2355.2284098279874
lake1,MNAR,5p,4,rpsd2all4,277.12659733921646
lake3,MCAR,5p,6,interpolateindex,45.38189999999989
lake1,MCAR,50p,1,rpunet,2701.3123164738613
lake1,MNAR,5p,3,specunet,412.3080063377347
pump,MCAR,50p,3,interpolatenearest,1169157.3005054316
lake3,MCAR,50p,4,specsd2all4,4705.826710382602
boiler,MNAR,50p,2,interpolatepchip,1314.1633663733342
lake2,MCAR,20p,9,imputeffill,263.5092999999996
lake1,MAR,5p,10,interpolateakima,36.01037683265628
pump,MNAR,2p,4,imputemode,868896.31086
lake2,MAR,5p,1,imputebfill,92.58699999999942
vibr,MAR,2p,7,rpsd2all4,37.934658994889006
lake1,MCAR,2p,5,imputemode,184.1190000000003
lake3,MNAR,5p,8,interpolatenearest,37.55599999999998
vibr,MCAR,5p,3,imputemode,162.59428291972532
boiler,MCAR,50p,1,interpolateakima,1194.948827662456
lake3,MAR,20p,3,imputebfill,247.98260000000002
vibr,MAR,2p,6,gafsd2all4,38.37952603352435
lake1,MAR,5p,1,gafsd2all4,557.4750514152795
lake1,MAR,20p,7,imputemedian,1148.4951999999998
lake2,MAR,20p,3,rpunet,966.9957450333286
lake2,MCAR,5p,1,interpolateindex,41.995750000000044
boiler,MCAR,5p,8,imputemode,15108.42999999999
lake2,MNAR,20p,6,interpolatepolynomial,296.8571246083218
lake1,MNAR,2p,8,mtfsd2all4,127.02673958113422
vibr,MCAR,50p,5,gafsd2all4,1286.4930248592389
lake2,MNAR,5p,9,interpolateindex,60.78669999999943
lake3,MAR,20p,8,rpunet,1610.0971805542047
vibr,MCAR,50p,8,interpolateindex,878.9654398667361
vibr,MAR,20p,5,specunet,447.8826064284897
vibr,MAR,50p,1,specunet,967.4260411565597
lake1,MCAR,50p,8,specunet,4087.6475891550535
boiler,MAR,20p,9,interpolatenearest,927.1400000000039
lake2,MNAR,50p,4,rpsd2all4,3121.5464183081535
pump,MAR,5p,5,interpolatequadratic,102007.92440301843
vibr,MAR,50p,3,interpolateindex,1024.506807212762
boiler,MNAR,5p,4,mtfsd2all4,52253.91016918175
vibr,MCAR,2p,4,interpolateakima,67.11204133428733
lake3,MAR,20p,1,rpsd2all4,1320.111583936889
lake2,MNAR,5p,4,imputemean,174.15097779467817
lake3,MAR,5p,3,rpunet,475.2274882720647
pump,MAR,50p,9,imputeffill,2324281.80959951
pump,MAR,2p,9,imputeffill,45432.36066185546
boiler,MNAR,5p,2,imputebfill,211.52999999999724
lake3,MCAR,5p,6,gafunet,211.27368310605613
lake1,MNAR,20p,1,imputemode,1378.8036000000034
pump,MAR,2p,8,interpolatenearest,41332.04535
pump,MNAR,2p,8,interpolatepolynomial,45982.78702308607
boiler,MAR,5p,4,gafsd2all4,57966.783740022714
boiler,MCAR,5p,2,imputemean,14939.918206796565
boiler,MNAR,50p,10,imputemean,149736.71812362532
boiler,MAR,20p,6,interpolatenearest,947.6500000000071
lake3,MAR,50p,8,mtfunet,2953.6912451473518
lake1,MNAR,20p,5,imputebfill,102.33019999999954
lake3,MCAR,20p,6,mtfunet,948.3808150085546
lake3,MNAR,50p,7,interpolatequadratic,512.0688360452741
vibr,MAR,20p,6,interpolateakima,361.38222482271146
pump,MCAR,50p,7,imputemode,34022867.39055741
pump,MNAR,2p,1,imputemean,889089.3498195555
boiler,MAR,50p,7,imputeffill,8034.799999999962
boiler,MAR,20p,10,imputemode,88688.05
lake3,MCAR,50p,1,rpunet,2722.6777050527053
pump,MNAR,5p,3,rpunet,6873251.7854398
lake3,MCAR,20p,3,interpolatepolynomial,184.0711485943307
lake2,MCAR,2p,2,imputeffill,36.81209999999987
lake1,MNAR,20p,4,imputebfill,150.4229999999996
pump,MCAR,2p,5,specunet,1172278.9965418265
lake1,MNAR,50p,6,specunet,3094.3737684791304
lake2,MNAR,20p,6,interpolatequadratic,296.8571246083218
boiler,MNAR,20p,6,imputemedian,59047.690000000024
pump,MCAR,50p,5,specunet,39895842.29427655
boiler,MNAR,50p,6,gafunet,207270.04886794626
lake2,MNAR,50p,2,imputemedian,1968.724200000005
boiler,MNAR,20p,7,gafunet,79189.1989488588
boiler,MAR,50p,10,rpsd2all4,225787.20447414802
boiler,MAR,50p,2,gafunet,270484.6124447971
lake3,MCAR,50p,1,interpolatequadratic,493.17519850551867
pump,MNAR,50p,8,interpolatequadratic,1422099.2376777527
pump,MAR,20p,8,interpolatenearest,463858.4406456485
vibr,MCAR,2p,2,mtfunet,29.821376966052686
lake3,MCAR,5p,7,imputemean,148.68113939163484
vibr,MAR,50p,9,interpolateakima,951.2080335725198
pump,MNAR,2p,1,interpolatepchip,39617.05707274767
lake3,MAR,50p,5,interpolatepchip,484.1021852456379
boiler,MAR,20p,5,interpolatequadratic,560.5989943718746
lake3,MCAR,20p,4,mtfsd2all4,1072.8632922453899
lake3,MAR,20p,7,interpolatequadratic,244.49477273805158
lake1,MCAR,5p,5,gafsd2all4,486.76975582125897
pump,MAR,50p,10,interpolatenearest,2657835.2055323753
boiler,MAR,5p,4,imputemean,23112.55080978664
lake2,MCAR,5p,10,interpolatenearest,57.43679999999972
lake1,MNAR,20p,2,imputemode,1313.683500000005
lake2,MAR,2p,8,imputeffill,30.01640000000043
lake3,MAR,2p,7,rpsd2all4,171.38911613296312
lake2,MNAR,5p,8,gafsd2all4,904.1705244153621
lake1,MNAR,50p,7,interpolatepolynomial,346.73461751221504
vibr,MCAR,50p,8,gafunet,903.9465497097962
pump,MCAR,20p,6,imputemode,43615530.01724695
pump,MCAR,50p,5,interpolatepchip,1038433.6531763272
boiler,MNAR,50p,9,imputemode,152757.0299999996
lake1,MCAR,20p,8,imputemedian,730.0715000000002
